ID,Fuel Type Code,Station Name,Street Address,City,State,ZIP,Status Code,Expected Date,Groups With Access Code,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types
149,CNG,New York State Department of Transportation,730A Chemung St,Horseheads,NY,14845,E,,Private - Government only,,Q,3000 3600,,,,,,,200-8,42.157555,-76.829942,,LD,,,
150,E85,Pawnee Corner - Shell - Sunshine Energy,1535 E Pawnee,Wichita,KS,67216,E,,Public,,,,,,,,,,200-8,37.649569,-97.318971,,,,FALSE,
151,ELEC,Lynchburg Nissan,18588 Forest Rd,Forest,VA,24551,E,,Public - Call ahead,,,,,1,,,,,200-8,37.386097,-79.244054,,,,,J1772
152,LPG,INDOT - 71st Street Maintenance Unit,7160 Lafayette Rd,Indianapolis,IN,46278,E,,Private,,,,,,,,,,200-8,39.882517,-86.294341,,,,,
153,ELEC,Waikiki Beach Marriott,2552 Kalakaua Ave,Honolulu,HI,96815,E,,Private,,,,,1,,,,,200-8,21.2731229,-157.822788,,,,,J1772
154,LPG,O'Neal Gas,901 N Louisiana St,Plain Dealing,LA,71064,E,,Public,,,,,,,,,,GPS,32.9125268,-93.7047267,,,FALSE,,
155,CNG,Clean Energy - Fontana Truck Stop,14226 Valley Blvd,Fontana,CA,92335,E,,Public - Credit card at all times,,Q,3600,,,,,,,200-8,34.0708706,-117.4943464,,HD,,,
156,ELEC,SPARTAN STORES,2260 Gezon Parkway,Wyoming,MI,49519,E,,Public,,,,4,4,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,42.8607593,-85.716702,,,,,NEMA520 J1772
157,ELEC,CELEBRATION,1999 Central Park Dr,Okemos,MI,48864,E,,Public,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,42.727346,-84.421766,,,,,J1772
158,ELEC,Woodland Gateway Shopping Center,County Rd 102 & Maxwell Ave,Woodland,CA,95776,E,,Public,,,,3,2,,1 SP Inductive  1 Tesla Conductive,,,GPS,38.668736,-121.7287,,,,,NEMA520 J1772
159,ELEC,NATIONAL GRID,Suny at Albany,Albany,NY,12222,E,,Public,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,42.6883686,-73.8230666,,,,,J1772
160,ELEC,WHOLE FOODS MKT,1150 Ocean Ave,San Francisco,CA,94112,E,,Public,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,37.7238308,-122.4547812,,,,,J1772
161,ELEC,Loring Ramp,1330 Nicollet Ave,Minneapolis,MN,55403,E,,Public,,,,2,,,,,,200-8,44.9698324,-93.2778249,,,,,NEMA520
162,E85,Cenex - Ampride C-Store,409 E 4th St,Ainsworth,NE,69210,E,,Public - Credit card after hours,,,,,,,,,,200-8,42.5498796,-99.8580685,,,,FALSE,
163,E85,Stop In Food Stores #67,1220 Seminole Tr,Charlottesville,VA,22901,E,,Public,,,,,,,,,,200-8,38.070131,-78.485182,,,,FALSE,
164,ELEC,eVgo - Walgreens Freedom Station,130 N Oakridge Dr,Hudson Oaks,TX,76087,E,,Public - Card key at all times,,,,1,1,1,,eVgo Network,https://www.evgonetwork.com/,GPS,32.75774,-97.71054,,,,,NEMA520 J1772 CHADEMO
165,E85,FSC Mart - Godfather's,408 6th St,Corning,IA,50841,E,,Public - Credit card after hours,,,,,,,,,,200-8,40.9880799,-94.7332596,,,,FALSE,
166,ELEC,Lodi Animals Service and Shelter,1345 W Kettleman Ln,Lodi,CA,95242,E,,Public - Credit card at all times,,,,,1,,,,,200-8,38.1155339,-121.2889381,,,,,J1772
167,ELEC,I-64 East Rest Stop,I-64 E and VA-155,Providence Forge,VA,23140,E,,Public,,,,4,,,,Shorepower,http://www.shorepower.com/,GPS,37.499039,-77.04316,,,,,NEMA520
168,BD,Daily's #7111,5272 Cane Ridge Rd,Antioch,TN,37013,E,,Public,B20,,,,,,,,,200-8,36.045435,-86.6613932,,,,,
169,ELEC,Suntek Business Center - NPM,9450 SW Barnes Rd,Portland,OR,97086,E,,Public,,,,,4,,,Blink Network,http://www.blinknetwork.com/,GPS,45.508692,-122.774947,,,,,J1772
170,LPG,U-Haul,1900 E Milwaukee St,Janesville,WI,53545,E,,Public,,,,,,,,,,200-8,42.6919254,-88.9995148,,,TRUE,,
171,ELEC,Fairview Town Hall,372 Town Place,Fairview,TX,75069,E,,Public,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,33.13232,-96.64707,,,,,J1772
172,BD,Spinx #190,2601 Locust Hill Rd,Taylors,SC,29687,E,,Public,B20,,,,,,,,,200-8,34.9603493,-82.307369,,,,,
173,ELEC,Wright Automotive Group,10520 Perry Hwy,Wexford,PA,15090,E,,Public - Call ahead,,,,,1,,,,,200-8,40.610479,-80.053036,,,,,J1772
174,ELEC,Bert Ogden Nissan,721 N Jackson Rd,McAllen,TX,78501,E,,Public - Call ahead,,,,,1,,,,,200-8,26.2067894,-98.203314,,,,,J1772
175,E85,North Somerset Service Plaza - Sonoco,179 N Plaza Access Rd,Somerset,PA,15501,E,,Public,,,,,,,,,,GPS,40.00178,-79.046458,,,,FALSE,
176,ELEC,Maroone Nissan of Pembroke Pines,8890 Pines Blvd,Pembroke Pines,FL,33024,E,,Private,,,,,1,,,,,GPS,26.007358,-80.263072,,,,,J1772
177,ELEC,SIEMENS,200-398 Technology Dr,Alpharetta,GA,30005,E,,Public,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,34.1181412,-84.2180176,,,,,NEMA520 J1772
178,ELEC,Staunton Nissan,297 Lee Jackson Hwy,Staunton,VA,24401,E,,Private,,,,,1,,,,,200-8,38.1185725,-79.0687636,,,,,J1772
179,ELEC,City of Raleigh - Police Fleet Station,6716 Six Forks Rd,Raleigh,NC,27601,E,,Private,,,,1,1,,,,,200-8,35.872238,-78.641278,,,,,NEMA520 J1772
180,CNG,GreenTeam - San Jose CA,1333 Oakland Rd,San Jose,CA,95112,E,,Private - Fleet customers only,,T,3600,,,,,,,200-8,37.3685305,-121.8930506,,MD,,,
181,E85,Meijer Gas #137,4901 State Route 26 E,Lafayette,IN,47905,E,,Public,,,,,,,,,,200-8,40.415445,-86.812379,,,,FALSE,
182,LPG,U-Haul,4767 Hamilton Ave,Cincinnati,OH,45223,E,,Public,,,,,,,,,,200-8,39.178939,-84.545326,,,TRUE,,
183,E85,BP,5830 E 10 Mile Rd,Warren,MI,48091,E,,Public,,,,,,,,,,200-8,42.476809,-83.045964,,,,FALSE,
184,E85,Province Center - Phillips 66,8808 S Colorado Blvd,Littleton,CO,80126,E,,Public,,,,,,,,,,200-8,39.556208,-104.941401,,,,FALSE,
185,E85,Kum & Go #155,21510 Highway 365 N,Maumelle,AR,72113,E,,Public,,,,,,,,,,200-8,34.8838622,-92.3921179,,,,FALSE,
186,ELEC,Camden County Regional Library - Bellmawr Branch,35 East Browning Road,Bellmawr,NJ,8031,E,,Public,,,,,1,,,Blink Network,http://www.blinknetwork.com/,GPS,39.8665027,-75.0775904,,,,,J1772
187,ELEC,ACUA - Wastewater: 1801 Absecon Blvd (Route 30),1801 Absecon Blvd,Atlantic City,NJ,8401,E,,Public,,,,,1,,,Blink Network,http://www.blinknetwork.com/,GPS,39.382109,-74.449067,,,,,J1772
188,ELEC,FARMERS BANK,1590 4th St,Minden,NV,89423,E,,Public,,,,,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.9536037,-119.7635117,,,,,J1772
189,ELEC,CSU FULLERTON,800 N. State College,Fullerton,CA,92831,E,,Public,,,,,,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,33.8794587,-117.883179,,,,,CHADEMO
190,ELEC,NATIONAL GRID,257 College of Nanoscale Science and EngineeringFuller Rd,Albany,NY,12203,E,,Public,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,42.6899118,-73.8317353,,,,,J1772
191,ELEC,Claire's on Cedros,246 North Cedros Avenue,Solana Beach,CA,92075,E,,Public,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,32.994847,-117.271096,,,,,J1772
192,ELEC,Port City Nissan,120 Spaulding Tpke,Portsmouth,NH,3801,E,,Private,,,,,1,,,,,200-8,43.0772236,-70.7851839,,,,,J1772
193,ELEC,Progress Energy - Asheville,555 Brevard Rd,Asheville,NC,28806,E,,Private,,,,,1,,,,,GPS,35.55555,-82.601481,,,,,J1772
194,ELEC,Ameren Missouri,1901 Chouteau Ave,Saint Louis,MO,63166,E,,Private,,,,3,3,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.622711,-90.209564,,,,,NEMA520 J1772
195,ELEC,UCR,900 University Ave,Riverside,CA,92507,E,,Public,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,33.9700931,-117.3271078,,,,,J1772
196,LPG,Sunoco - Circle A Mart #111,1921 S Lube Way,Jasper,IN,47546,E,,Public,,,,,,,,,,200-8,38.364496,-86.9410089,,,FALSE,,
197,CNG,Apache Woodward,5101 Williams Ave,Woodward,OK,73801,E,,Private - Fleet customers only,,Q,3600,,,,,,,200-8,36.4059337,-99.3717023,,MD,,,
198,ELEC,Pacific View Mall,3295 E Main St,Ventura,CA,93003,E,,Public,,,,,2,,1 Avcon Conductive,,,GPS,34.268,-119.2492,,,,,J1772
199,ELEC,MGE,1701 Monroe Street,Madison,WI,53711,E,,Public,,,,2,2,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,43.0662594,-89.415062,,,,,NEMA520 J1772
200,LPG,Veolia Environmental Services - Baltimore,2100 Huntingdon Ave,Baltimore,MD,21211,E,,Private,,,,,,,,,,200-8,39.313074,-76.620506,,,,,
201,ELEC,Garland Animal Control,600 Tower Street,Garland,TX,75040,E,,Public,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,32.9064596,-96.6037203,,,,,J1772
202,ELEC,HY-VEE,3900 W 24th Pl,Lawrence,KS,66047,E,,Public,,,,,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.9419594,-95.2893448,,,,,J1772
203,ELEC,Kleiver Armory,10000 NE 33rd Dr,Portland,OR,97211,E,,Public,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,45.594995,-122.635197,,,,,J1772
204,E85,Agriland Fast Stop Express,1101 N Lincoln St,Knoxville,IA,50138,E,,Public - Credit card at all times,,,,,,,,,,200-8,41.3275018,-93.1094697,,,,FALSE,
205,ELEC,"Walgreens - Bel Air, MD #12748",1201 East Churchville Rd,Bel Air,MD,21014,E,,Public - Card key at all times,,,,,1,,,SemaCharge Network,http://www.semacharge.com/,GPS,39.5416769,-76.3300768,,,,,J1772
206,E85,Meijer Gas #112,1990 W Main St,Troy,OH,45373,E,,Public,,,,,,,,,,200-8,40.0565432,-84.242228,,,,FALSE,
207,BD,Georgia Power,200 Miller St,Valdosta,GA,31907,E,,Private,B20,,,,,,,,,200-8,32.3683002,-84.9557253,,,,,
208,LPG,L & W Landscape,206 Troy-Schenectady Rd,Latham,NY,12110,E,,Public - Call ahead,,,,,,,,,,200-8,42.739613,-73.736467,,,FALSE,,
209,ELEC,BEAM CHARGING,127 E 83rd St,Manhattan,NY,10028,E,,Public,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,40.7778702,-73.9571915,,,,,NEMA520 J1772
210,LPG,Suburban Propane,2929 Enon Rd,Enon,OH,45323,E,,Public - Call ahead,,,,,,,,,,200-8,39.883349,-83.9372659,,,TRUE,,
211,E85,Flying J,4200 N I 90 Service Rd,Rapid City,SD,57709,E,,Public,,,,,,,,,,200-8,44.1037439,-103.1503175,,,,FALSE,
212,ELEC,DGS 50 4HR. MAX,1517 11th St,Sacramento,CA,95814,E,,Public,,,,,5,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,38.5740999,-121.4946576,,,,,J1772
213,LNG,Blu LNG - Maverick Travel Plaza,2550 S 1990 W,West Haven,UT,84401,E,,Public - Credit card at all times,,,,,,,,,,200-8,41.220283,-112.027794,,HD,,,
214,CNG,Trillium - Shell Gas Station,4590 Fulton Industrial Blvd SW,Atlanta,GA,30336,P,4/30/14,PLANNED - not yet accessible (Public - Credit card at all times),,Q,3600,,,,,,,200-8,33.761355,-84.535919,,HD,,,
215,ELEC,City of Palm Springs - Convention Center,277 Avenida Caballeros,Palm Springs,CA,92262,E,,Public,,,,,4,,,,,200-8,33.8262181,-116.5380375,,,,,J1772
216,ELEC,Black Mountain Public Safety Building,102 Montreat Rd,Black Mountain,NC,28711,E,,Public,,,,,2,,,,,GPS,35.619218,-82.320192,,,,,J1772
217,ELEC,CNTYOFRIVERSIDE,3535 12th St,Riverside,CA,92501,E,,Public,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,33.9775658,-117.375154,,,,,J1772
218,E85,Thorntons #64,3909 Highway 31E,Clarksville,IN,47129,E,,Public,,,,,,,,,,GPS,38.320919,-85.751467,,,,FALSE,
219,LPG,Jaysan Gas Service Inc,80 County Rd,East Freetown,MA,2717,E,,Public - Call ahead,,,,,,,,,,200-8,41.7572147,-70.9468373,,,FALSE,,
220,LPG,AmeriGas,331 S Houston Lake Rd,Warner Robins,GA,31088,E,,Public - Call ahead,,,,,,,,,,200-8,32.611953,-83.679773,,,FALSE,,
221,E85,Holiday Stationstore #317,2725 Campus Dr,Plymouth,MN,55441,E,,Public - Credit card after hours,,,,,,,,,,200-8,45.009465,-93.4490129,,,,FALSE,
222,ELEC,Naples Nissan,3640 Pine Ridge Rd,Naples,FL,34109,E,,Public - Call ahead,,,,,1,,,,,200-8,26.2100255,-81.7441206,,,,,J1772
223,BD,Carl's Junior 76 Station,2140 N Nimitz Hwy,Honolulu,HI,96819,E,,Public,B99,,,,,,,,,200-8,21.3282018,-157.8858304,,,,,
224,E85,Kum & Go #880,Cimmaron Turnpike,Pawnee,OK,74058,E,,Public,,,,,,,,,,GPS,36.22478,-96.796792,,,,FALSE,
225,CNG,Trillium CNG,1120 E Paige Ave,Tulare,CA,93274,P,4/15/14,PLANNED - not yet accessible (Public - Credit card at all times),,Q,3600,,,,,,,200-8,36.183105,-119.330406,,HD,,,
226,CNG,Clean Energy - Peoria Disposal Co - Public Access,1113 N Swords Ave,West Peoria,IL,61604,E,,Public - Credit card at all times,,Q,3600,,,,,,,200-8,40.7020547,-89.6419613,,HD,,,
227,ELEC,11900 NE 1st Street Building G,"11900 NE 1st Street, Building G",Bellevue,WA,98007,E,,Public,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,47.611519,-122.182197,,,,,J1772
228,ELEC,Temple University - Health Sciences Center,3412-28 N Carlisle St,Philadelphia,PA,19140,E,,Public,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,40.005165,-75.1532359,,,,,J1772
229,ELEC,BEAM CHARGING,300 E 34th St,Manhattan,NY,10016,E,,Public,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,40.7444153,-73.9754868,,,,,NEMA520 J1772
230,ELEC,BEVERLY HILLS,440 N Camden Dr,Beverly Hills,CA,90210,E,,Public,,,,2,2,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,34.0694251,-118.4044671,,,,,NEMA520 J1772
231,ELEC,LHS #1,1280 Johnson Ave,San Jose,CA,95129,E,,Public,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,37.3000851,-122.0062201,,,,,J1772
232,LPG,Suburban Propane,10112 Harrison Rd,Harrison,OH,45030,E,,Public - Call ahead,,,,,,,,,,200-8,39.243408,-84.777768,,,TRUE,,
233,CNG,City of Phoenix,5204 E Thomas Rd,Phoenix,AZ,85018,E,,Private,,Q,3600,,,,,,,200-8,33.4806488,-111.9681422,,HD,,,
234,E85,Speedway #3766,7940 Brookville Rd,Indianapolis,IN,46239,E,,Public,,,,,,,,,,200-8,39.750608,-86.026916,,,,FALSE,
235,LPG,Peninsula Propane,1700 N Florida Mango Rd,West Palm Beach,FL,33409,E,,Private - Fleet customers only,,,,,,,,,,200-8,26.69901,-80.0776,,,,,
236,ELEC,Brickell Bay Tower,"1001 Brickell Bay Drive, Suite 130",Miami,FL,33131,E,,Public,,,,,1,,,Blink Network,http://www.blinknetwork.com/,GPS,25.754577,-80.18946,,,,,J1772
237,ELEC,Newport Fashion Island,550 Newport Center Dr,Newport Beach,CA,92660,E,,Public,,,,,,,2 SP Inductive  1 Avcon Conductive,,,200-8,33.6158612,-117.8711879,,,,,
238,E85,R B's Food Shop,100 N 3rd St,Humphrey,NE,68642,E,,Public,,,,,,,,,,200-8,41.6917675,-97.4844939,,,,FALSE,
239,ELEC,CITYOFRIVERSIDE,3637 5th St,Riverside,CA,92501,E,,Public,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,33.9845089,-117.3716379,,,,,J1772
240,ELEC,Kohl's Store #685 Tucson,5850 W Arizona Pavillions Dr,Tucson,AZ,85743,E,,Public,,,,,4,,,Blink Network,http://www.blinknetwork.com/,GPS,32.354899,-111.087796,,,,,J1772
241,ELEC,Benton Co - Fairgrounds,110 SW 53rd Street,Corvallis,OR,97333,E,,Public,,,,,1,,,Blink Network,http://www.blinknetwork.com/,GPS,44.566857,-123.312914,,,,,J1772
242,ELEC,CARCHARGING,200 SW 1st Avenue,Fort Lauderdale,FL,33301,E,,Public,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,26.1202393,-80.1443329,,,,,NEMA520 J1772
243,E85,Chevron,2755 Clairmont Rd,Atlanta,GA,30329,E,,Public - Credit card after hours,,,,,,,,,,200-8,33.8375109,-84.311895,,,,FALSE,
244,ELEC,Courtesy Nissan,3700 N Point Dr,Stevens Point,WI,54481,E,,Public - Call ahead,,,,,1,,,,,200-8,44.5402487,-89.5469867,,,,,J1772
245,ELEC,Sokol Blosser Winery,5000 Sokol Blosser Lane,Dundee,OR,97115,E,,Public,,,,,2,,,SemaCharge Network,http://www.semacharge.com/,GPS,45.2471771,-123.0480541,,,,,J1772
246,ELEC,East Community Center,700 Woodland Street,Nashville,TN,37206,E,,Public,,,,,4,,,Blink Network,http://www.blinknetwork.com/,GPS,36.17203,-86.76222,,,,,J1772
247,BD,Yocum Holiday #3871,2030 Eagle Creek Ln,Woodbury,MN,55129,E,,Public - Credit card after hours,"B20 in summer, B5 in winter",,,,,,,,,200-8,44.919239,-92.901783,,,,,
248,ELEC,Kum & Go #206,1725 NW 86th St,Clive,IA,50325,E,,Public,,,,,1,,,,,200-8,41.6073949,-93.735915,,,,,J1772
249,BD,Saxapahaw General Store,1735 Saxapahaw-Bethlehem Church Rd,Saxapahaw,NC,27340,E,,Public - Card key at all times,B99.9,,,,,,,,,200-8,35.946531,-79.318335,,,,,
250,ELEC,Garfield Park Library,2502 Shelby St,Indianapolis,IN,46203,E,,Public,,,,,2,,,,,200-8,39.732171,-86.140045,,,,,J1772
251,E85,Dover Air Force Base,10th St,Dover,DE,19902,E,,Private - Government only,,,,,,,,,,GPS,39.1266755,-75.4767101,,,,FALSE,
252,ELEC,Eugene - Broadway Garage South,255 W. Broadway,Eugene,OR,97401,E,,Public,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,44.049484,-123.095913,,,,,J1772
253,ELEC,White Parking Lot,108 Clinton St,Charlevoix,MI,49720,E,,Public - Credit card at all times,,,,,2,,,,,200-8,45.3170474,-85.2589168,,,,,J1772
254,E85,BP,31331 S Wixom Rd,Wixom,MI,48393,E,,Public,,,,,,,,,,200-8,42.5234979,-83.5359591,,,,FALSE,
255,ELEC,PLUGNEVERYWHERE,12138 N Lamar Blvd,Austin,TX,78753,E,,Public,,,,2,2,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,30.3991227,-97.6794893,,,,,NEMA520 J1772
256,LPG,Dowdle Gas Co,38133 State Highway 75 S,Fyffe,AL,35971,E,,Public - Call ahead,,,,,,,,,,GPS,34.400583,-85.969372,,,FALSE,,
257,ELEC,CARCHARGING,400 W 12th St,New York,NY,10014,E,,Public,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,40.7373678,-74.0096527,,,,,J1772
258,BD,Pacific Pride,19020 63rd Ave NE,Arlington,WA,98223,E,,Public - Card key at all times,B20,,,,,,,,,200-8,48.1686092,-122.1459816,,,,,
259,LPG,Gresham Petroleum Co,415 Pershing Ave,Indianola,MS,38751,E,,Public,,,,,,,,,,200-8,33.4470758,-90.6454507,,,FALSE,,
260,ELEC,JOHNSON COUNTY,11811 S Sunset Dr,Olathe,KS,66061,E,,Public,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.9147339,-94.7995987,,,,,J1772
261,ELEC,City of San Antonio - Houston Street Mid City Garage - 10th floor,240 E Houston St,San Antonio,TX,78205,E,,Public,,,,1,1,,,,,200-8,29.426049,-98.490216,,,,,NEMA520 J1772
262,LNG,Clean Energy - Port Wentworth,400 O Leary Rd,Port Wentworth,GA,31407,P,6/15/14,PLANNED - not yet accessible (Public - Card key at all times),,,,,,,,,,200-8,32.1926096,-81.1909431,,HD,,,
263,HY,HydrogenFuel Station,335 Richland Street,Columbia,SC,29201,E,,Public - Call ahead,,,,,,,,,,200-8,34.006419,-81.051715,,,,,
264,CNG,New York State Department of Transportation,125 Parrish St,Canandaigua,NY,14424,E,,Private - Government only,,Q,3000 3600,,,,,,,200-8,42.877217,-77.281959,,LD,,,
265,E85,Breaker's #127,4801 E Palmetto St,Florence,SC,29506,E,,Public,,,,,,,,,,200-8,34.196796,-79.654695,,,,FALSE,
266,E85,Speedway #9593,2900 Richmond Rd,Lexington,KY,40509,E,,Public,,,,,,,,,,200-8,38.006297,-84.452435,,,,FALSE,
267,ELEC,Green Energy Outlet,575 Cooke St,Honolulu,HI,96813,E,,Private,,,,,,,2 Tesla Conductive 240V,,,GPS,21.299654,-157.857132,,,,,
268,LPG,Shell,620 W Charter Way,Stockton,CA,95206,E,,Public,,,,,,,,,,200-8,37.9367676,-121.2956061,,,TRUE,,
269,LPG,U-Haul,4375 Fulton Industrial Blvd SW,Atlanta,GA,30336,E,,Public,,,,,,,,,,200-8,33.766012,-84.5306279,,,TRUE,,
270,E85,FS Fast Stop,615 E Lincolnway,Morrison,IL,61270,E,,Public - Credit card after hours,,,,,,,,,,200-8,41.8073718,-89.957098,,,,FALSE,
271,E85,Yocum Holiday #3838,2500 Orleans St,Stillwater,MN,55082,E,,Public - Credit card after hours,,,,,,,,,,200-8,45.0428452,-92.7981453,,,,TRUE,
272,ELEC,Texas Nissan of Grapevine,1401 W State Highway 114,Grapevine,TX,76051,E,,Private,,,,,1,,,,,200-8,32.9277067,-97.094121,,,,,J1772
273,LPG,AmeriGas,5981 Route 152,Wayne,WV,25570,E,,Public - Call ahead,,,,,,,,,,GPS,38.221475,-82.442375,,,TRUE,,
274,ELEC,City of Palm Springs - Camelot Theatre,2300 E Baristo Rd,Palm Springs,CA,92262,E,,Public,,,,,2,,,,,200-8,33.81996,-116.5212451,,,,,J1772
275,ELEC,Sheridan Nissan,114 S Dupont Hwy,New Castle,DE,19720,E,,Public - Call ahead,,,,,1,,,,,200-8,39.6637925,-75.6052654,,,,,J1772
276,E85,Hull Co-op Association,1207 Highway 18,Hull,IA,51239,E,,Public - Credit card after hours,,,,,,,,,,200-8,43.1857738,-96.1302986,,,,FALSE,
277,E85,Menlo Park VA Medical Center,795 Willow Rd,Menlo Park,CA,94025,E,,Private - Government only,,,,,,,,,,GPS,37.46688,-122.163,,,,FALSE,
278,ELEC,Autocenters Nissan,1825 E Edwardsville Rd,Wood River,IL,62095,E,,Private,,,,,1,,,,,200-8,38.8586473,-90.0668932,,,,,J1772
279,LPG,INDOT - Beanblossom Maintenance Unit,6751 N State Rd 135,Freetown,IN,47235,E,,Private,,,,,,,,,,200-8,38.9730129,-86.1343988,,,,,
280,ELEC,Marshall Auto Body - Tesla,22300 W Bluemound Rd,Waukesha,WI,53186,E,,Public,,,,,1,,,,,200-8,43.036619,-88.192406,,,,,J1772
281,CNG,City of Longmont CNG Station,1100 S Sherman St,Longmont,CO,80501,E,,Public - Credit card at all times,,Q,3000,,,,,,,200-8,40.1464137,-105.1145973,,HD,,,
282,LPG,Connelly RV Resort and Kamper's Lodge,3465 US Highway 301 N,Wilson,NC,27893,E,,Public - Call ahead,,,,,,,,,,200-8,35.746035,-77.873964,,,FALSE,,
283,ELEC,NOVA CONSULTNTS,"21580 Novi Rd., Suite 300",Novi,MI,48375,E,,Public,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,42.4468435,-83.4724663,,,,,NEMA520 J1772
284,CNG,Ohio Department of Transportation - District 12,5500 Transportation Blvd,Garfield Heights,OH,44125,E,,Private,,B,3000,,,,,,,200-8,41.414997,-81.614726,,LD,,,
285,E85,Anew,2431 84th Ave,Zeeland,MI,49464,E,,Public - Credit card at all times,,,,,,,,,,200-8,42.8137389,-85.989809,,,,FALSE,
286,ELEC,Nelson Nissan,800 W Queens St,Broken Arrow,OK,74012,E,,Public - Call ahead,,,,,1,,,,,GPS,36.071228,-95.800458,,,,,J1772
287,ELEC,TUCSON RENTAL,9855 E Speedway Blvd,Tucson,AZ,85748,E,,Public,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,32.2361565,-110.7817917,,,,,NEMA520 J1772
288,LPG,U-Haul,1768 N Glenstone Ave,Springfield,MO,65803,E,,Public,,,,,,,,,,200-8,37.2299669,-93.2612323,,,TRUE,,
289,ELEC,DP21,152-164 Green Ln,Bedford Hills,NY,10507,E,,Public,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,41.2247373,-73.7142366,,,,,J1772
290,LPG,Suburban Propane,2230 Lansing Rd,Charlotte,MI,48813,E,,Public - Call ahead,,,,,,,,,,200-8,42.5922489,-84.7911848,,,FALSE,,
291,ELEC,Brown's Fairfax Nissan,11000 Main St,Fairfax,VA,22030,E,,Private,,,,,1,,,,,200-8,38.8530341,-77.3244478,,,,,J1772
292,LPG,Froman Oil & Propane,17951 S Highway 66,Claremore,OK,74017,E,,Public,,,,,,,,,,200-8,36.353369,-95.5841669,,,FALSE,,
293,LPG,Ted Johnson Propane,5140 N Elton St,Baldwin Park,CA,91706,E,,Public,,,,,,,,,,200-8,34.106238,-117.9505061,,,FALSE,,
294,CNG,SunLine Transit Agency,32505 Harry Oliver Tr,Thousand Palms,CA,92276,E,,Public - Credit card at all times,,Q,3000 3600,,,,,,,200-8,33.8153399,-116.3942833,,HD,,,
295,ELEC,NECA-IBEW Electrical Training Center,16021 NE Airport Way,Portland,OR,97230,E,,Public,,,,,3,,,Blink Network,http://www.blinknetwork.com/,GPS,45.557884,-122.497748,,,,,J1772
296,CNG,Alternative Vehicle Service Group - Tewksbury,20 Main St,Tewksbury,MA,1876,E,,Public - Credit card at all times,,Q,3000 3600,,,,,,,200-8,42.628424,-71.2734198,,MD,,,
297,E85,Speedway #5543,8185 Commerce Rd,Commerce,MI,48382,E,,Public,,,,,,,,,,200-8,42.5925017,-83.4455115,,,,FALSE,
298,E85,Smithsonian Environmental Research Center,647 Contees Wharf Rd,Edgewater,MD,20137,P,12/1/14,PLANNED - not yet accessible (Private - Government only),,,,,,,,,,200-8,38.8869283,-76.5401709,,,,FALSE,
299,E85,Signal Food,1690 W State Highway J,Ozark,MO,65721,E,,Public,,,,,,,,,,200-8,37.0701108,-93.2204679,,,,FALSE,
300,ELEC,Barr Motor Co,1510 Nashville Hwy,Columbia,TN,38401,E,,Private,,,,,1,,,,,200-8,35.64909,-87.0112,,,,,J1772
301,LPG,Thompson Gas,1225 W D St,North Wilkesboro,NC,28659,E,,Public,,,,,,,,,,200-8,36.1592725,-81.1536347,,,TRUE,,
